,Index,Artist,Song,Emotion,Lyric
2417,ML2418,Akon,Lonely,sad,"['lonely', 'mr.', 'lonely', 'nobody', 'lonely', 'mr.', 'lonely', 'nobody', 'lonely', 'yo', 'one', 'goes', 'players', 'man', 'ya', 'know', 'got', 'one', 'good', 'girl', 'lord', 'always', 'like', 'took', 'bullshit', 'one', 'day', 'take', 'decide', 'leave', 'yeah', 'woke', 'middle', 'night', 'noticed', 'girl', 'side', 'coulda', 'sworn', 'dreamin', 'feenin', 'take', 'little', 'ride', 'backtracking', 'years', 'tryin', 'ta', 'figure', 'make', 'go', 'bad', 'ever', 'since', 'girl', 'left', 'whole', 'life', 'came', 'crashing', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'believe', 'girl', 'like', 'let', 'walk', 'right', 'outta', 'life', 'put', 'still', 'stuck', 'around', 'stayed', 'side', 'really', 'hurt', 'broke', 'heart', 'baby', 'good', 'girl', 'right', 'really', 'want', 'make', 'things', 'right', 'without', 'life', 'girl', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'world', 'ai', 'never', 'met', 'girl', 'take', 'things', 'never', 'thought', 'day', 'would', 'come', 'get', 'run', 'would', 'chasing', 'ai', 'nowhere', 'globe', 'rather', 'ai', 'one', 'globe', 'rather', 'see', 'girl', 'dreams', 'made', 'happy', 'lonely', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'never', 'thought', 'alone', 'alone', 'think', 'gone', 'long', 'gone', 'long', 'want', 'call', 'phone', 'stop', 'playing', 'girl', 'come', 'home', 'come', 'home', 'baby', 'girl', 'mean', 'shout', 'want', 'work', 'work', 'baby', 'never', 'wished', 'ever', 'hurt', 'baby', 'hurt', 'baby', 'drivin', 'crazy', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'lonely', 'mr.', 'lonely', 'mr.', 'lonely', 'nobody', 'nobody', 'call', 'girl', 'lonely', 'lonely', 'lonely', 'lonely', 'lonely', 'mr.', 'lonely', 'lonely', 'lonely', 'lonely', 'lonely', 'lonely', 'lonely', 'lonely', 'lonely', 'mr.', 'lonely']"
2418,ML2419,Beach Boys,God Only Knows,happy,"['may', 'always', 'love', 'long', 'stars', 'never', 'need', 'doubt', 'make', 'sure', 'god', 'knows', 'without', 'ever', 'leave', 'though', 'life', 'would', 'still', 'go', 'believe', 'world', 'could', 'show', 'nothing', 'good', 'would', 'living', 'god', 'knows', 'without', 'god', 'knows', 'without', 'ever', 'leave', 'though', 'life', 'would', 'still', 'go', 'believe', 'world', 'could', 'show', 'nothing', 'good', 'would', 'living', 'god', 'knows', 'without', 'god', 'knows', 'without', 'god', 'knows', 'without', 'god', 'knows', 'without', 'god', 'knows', 'without', 'god', 'knows', 'without', 'god', 'knows', 'without', 'god', 'knows', 'without', 'god', 'knows', 'without', 'god', 'knows', 'without', 'god', 'knows', 'without', 'god', 'knows', 'without', 'god', 'knows', 'without']"
2419,ML2420,James  Elmore,Sky Is Crying,relaxed,
2420,ML2421,Information Society,Make It Funky (Album Version),happy,"['make', 'make', 'make', 'make', 'make', 'make', 'funky', 'good', 'god', 'good', 'god', 'good', 'good', 'good', 'good', 'good', 'god', 'good', 'god', 'good', 'good', 'good', 'good', 'good', 'god', 'good', 'god', 'goo-', 'goo-', 'good', 'god', 'good', 'good', 'good', 'go-', 'good', 'good', 'good', 'god']"
2421,ML2422,U2,October,sad,"['october', 'trees', 'stripped', 'bare', 'wear', 'care', 'october', 'kingdoms', 'rise', 'kingdoms', 'fall', 'go']"
2422,ML2423,alicia_keys,fallin,happy,"['keep', 'fallin', 'love', 'sometimes', 'love', 'sometimes', 'make', 'blue', 'sometimes', 'feel', 'good', 'times', 'feel', 'used', 'lovin', ""darlin'"", 'makes', 'confused', 'keep', 'fallin', 'love', 'never', 'loved', 'someone', 'way', 'loved', 'oh', 'oh', 'never', 'felt', 'way', 'give', 'much', 'pleasure', 'cause', 'much', 'pain', 'think', 'taken', 'would', 'fool', 'start', ""fallin'"", 'back', 'love', 'keep', 'fallin', 'love', 'never', 'loved', 'someone', 'way', 'loved', 'oh', 'baby', ""fallin'"", ""fallin'"", 'fall', 'fall', 'fall', 'fall', 'fall', 'keep', 'fallin', 'love', 'never', 'loved', 'someone', 'way', 'loved', 'fallin', 'love', 'never', 'loved', 'someone', 'way', 'loved', 'fallin', 'love', 'never', 'loved', 'someone', 'way', 'loved']"
2423,ML2424,Simon & Garfunkel,Patterns,sad,"['night', 'sets', 'softly', 'hush', 'falling', 'leaves', 'casting', 'shivering', 'shadows', 'houses', 'trees', 'light', 'street', 'lamp', 'paints', 'pattern', 'wall', 'like', 'pieces', 'puzzle', 'child', 'uneven', 'scrawl', 'narrow', 'flight', 'stairs', 'narrow', 'little', 'room', 'lie', 'upon', 'bed', 'early', 'evening', 'gloom', 'impaled', 'wall', 'eyes', 'dimly', 'see', 'pattern', 'life', 'puzzle', 'moment', 'birth', 'instant', 'death', 'patterns', 'must', 'follow', 'must', 'breathe', 'breath', 'like', 'rat', 'maze', 'path', 'lies', 'pattern', 'never', 'alters', 'rat', 'dies', 'pattern', 'still', 'remains', 'wall', 'darkness', 'fell', 'fitting', 'darkness', 'must', 'dwell', 'like', 'color', 'skin', 'day', 'grow', 'old', 'life', 'made', 'patterns', 'scarcely', 'controlled']"
2424,ML2425,The Beatles,Her Majesty,relaxed,"['majesty', 'pretty', 'nice', 'girl', 'lot', 'say', 'majesty', 'pretty', 'nice', 'girl', 'changes', 'day', 'day', 'want', 'tell', 'love', 'lot', 'got', 'get', 'belly', 'full', 'wine', 'majesty', 'pretty', 'nice', 'girl', 'someday', 'going', 'make', 'mine', 'oh', 'yeah', 'someday', 'going', 'make', 'mine']"
2425,ML2426,Santana,Rock Me,relaxed,"['rock', 'baby', 'baby', 'rock', 'night', 'long', 'rock', 'baby', 'baby', 'rock', 'night', 'long', 'know', 'way', 'babe', 'make', 'lose', 'oh', 'yeah', 'girl', 'oh', 'rock', 'baby', 'incomprehensible']"
2426,ML2427,Jeff Scott Soto,2 Late 4 Goodbyes,sad,"['believe', 'u', '2', 'believe', 'u', 'lies', 'want', '2', 'believe', 'think', 'u', 'fooling', 'lately', 'got', 'thinking', 'oh', 'go', 'plain', '2', 'see', 'think', 'agree', 'much', 'much', '2', 'late', 'much', '2', 'late', '4', 'goodbyes', 'oh', 'much', 'much', '2', 'late', 'much', '2', 'late', '4', 'lonely', 'tears', 'cry', 'nobody', 'wins', 'games', 'begin', 'nobody', 'u', 'thinking', 'masquerade', 'card', 'play', 'drowned', 'bluff', 'bringing', 'truth', '2', 'confession', 'end', 'u', '1', 'damage', 'done', 'much', 'much', '2', 'late', 'much', '2', 'late', '4', 'goodbyes', 'oh', 'much', 'much', '2', 'late', 'much', '2', 'late', '4', 'lonely', 'tears', 'cry', 'much', '2', 'late', 'much', '2', 'late', '4', 'goodbyes', 'oh', 'much', 'much', '2', 'late', 'much', '2', 'late', '4', 'lonely', 'tears', 'cry', 'much', '2', 'late', 'much', '2', 'late', '4', 'goodbyes', 'oh', 'much', 'much', '2', 'late', 'much', '2', 'late', '4', 'lonely', 'tears', 'cry', 'much', '2', 'late', 'much', '2', 'late', '4', 'goodbyes', 'oh', 'much', 'much', '2', 'late', 'much', '2', 'late', '4', 'lonely', 'tears', 'cry']"
2427,ML2428,Altered Images,Happy Birthday,happy,"['happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'happy', 'birthday', 'hot', 'bath', 'nice', 'nice', 'nights', 'remember', 'always', 'always', 'got', 'fright', 'seeing', 'dark', 'cupboard', 'great', 'big', 'cake', 'would', 'liked', 'present', 'happy', 'happy', 'birthday', 'hot', 'bath', 'nice', 'nice', 'nights', 'remember', 'always', 'always', 'got', 'fright', 'seeing', 'dark', 'cupboard', 'great', 'big', 'cake', 'would', 'liked', 'present', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'fades']"
2428,ML2429,Andrew W.K.,Long Live The Party,happy,"['want', 'party', 'want', 'party', 'want', 'party', 'want', 'party', 'kill', 'party', 'kill', 'party', 'kill', 'party', 'long', 'live', 'party', 'want', 'party', 'want', 'party', 'want', 'party', 'want', 'party', 'kill', 'party', 'kill', 'party', 'kill', 'party', 'kill', 'party', 'long', 'live', 'party', 'care', 'pride', 'know', 'wonder', 'want', 'party', 'want', 'party', 'want', 'party', 'want', 'party', 'kill', 'party', 'kill', 'party', 'kill', 'party', 'long', 'live', 'party', 'want', 'party', 'want', 'party', 'want', 'party', 'want', 'party', 'kill', 'party', 'kill', 'party', 'kill', 'party', 'long', 'live', 'party', 'conquest', 'survive', 'give', 'take', 'ever', 'wanted', 'thing', 'believe', 'found', 'need', 'give', 'take', 'ever', 'wanted', 'thing', 'believe', 'found', 'need', 'need', 'found', 'pride']"
2429,ML2430,DeGarmo & Key,Out Of The Danger Zone (Degarmo And Key Album Version),angry,"['used', 'stay', 'late', 'party', 'disease', 'could', 'wrecked', 'car', 'could', 'find', 'keys', 'heard', 'voice', 'god', 'tell', 'leave', 'alone', 'got', 'train', 'catch', 'danger', 'zone', 'used', 'shake', 'fist', 'angry', 'boy', 'wanting', 'fight', 'world', 'know', 'heard', 'voice', 'god', 'tell', 'leave', 'alone', 'got', 'bus', 'catch', 'danger', 'zone', 'heard', 'say', 'hey', 'hey', 'hey', 'go', 'heard', 'say', 'hey', 'hey', 'hey', 'headed', 'another', 'world', 'danger', 'zone', 'though', 'good', 'safe', 'acted', 'like', 'natural', 'fool', 'thought', 'life', 'game', 'know', 'rules', 'heard', 'voice', 'god', 'tell', 'leave', 'alone', 'got', 'train', 'catch', 'danger', 'zone', 'heard', 'say', 'hey', 'hey', 'hey', 'go', 'heard', 'say', 'hey', 'hey', 'hey', 'headed', 'another', 'world', 'danger', 'zone', 'yeah', 'yeah', 'yeah', 'yeah', 'yeah', 'danger', 'zone', 'used', 'stay', 'late', 'party', 'disease', 'would', 'wrecked', 'car', 'could', 'find', 'keys', 'heard', 'voice', 'god', 'tell', 'leave', 'alone', 'got', 'train', 'catch', 'danger', 'zone', 'heard', 'say', 'hey', 'hey', 'hey', 'go', 'heard', 'say', 'hey', 'hey', 'hey', 'headed', 'another', 'world', 'danger', 'zone', 'yeah', 'danger', 'zone', 'yeah', 'yeah', 'yeah', 'danger', 'zone', 'danger', 'zone', 'yeah', 'danger', 'zone', 'whoo']"
2430,ML2431,John Stewart,Price Of The Fire,angry,"['flames', 'fields', 'cold', 'pain', 'heart', 'gold', 'find', 'brand', 'new', 'day', 'birds', 'upon', 'wire', 'really', 'pay', 'price', 'fire', 'younger', 'days', 'could', 'say', 'wild', 'hungry', 'ways', 'safety', 'lines', 'filed', 'running', 'rims', 'burning', 'tires', 'really', 'pay', 'price', 'fire', 'oh', 'really', 'pay', 'price', 'fire', 'breakers', 'hearts', 'escape', 'pain', 'know', 'starts', 'dive', 'flames', 'voice', 'tells', 'run', 'call', 'voice', 'liar', 'really', 'pay', 'really', 'pay', 'price', 'fire', 'price', 'fire']"
2431,ML2432,Lifer,Breathless,sad,"['offended', 'obscenity', 'mouth', 'full', 'soap', 'cleansing', 'asking', 'little', 'empathy', 'mouth', 'stained', 'please', 'let', 'breathe', 'breathe', 'breathe', 'breathe', 'breathe', 'breathe', 'breathe', 'breathe', 'suffocating', 'suffocating', 'suffocating', 'frustrated', 'drowning', 'insecurity', 'hands', 'knees', 'begging', 'little', 'symapthy', 'begging', 'help', 'breathe', 'breathe', 'breathe', 'breathe', 'breathe', 'breathe', 'breathe', 'breathe', 'suffocating', 'suffocating', 'suffocating', 'frustrated']"
2432,ML2433,Walter Hawkins,Never Alone,sad,"['never', 'alone', 'worry', 'cause', 'never', 'alone', 'never', 'alone', 'worry', 'cause', 'never', 'alone', 'never', 'alone', 'ooh', 'v1', 'walks', 'besides', 'way', 'guides', 'foot', 'steps', 'everyday', 'back', 'chorus', 'v2he', 'walks', 'besides', 'way', 'guides', 'foot', 'steps', 'everyday', 'never', 'insecure', 'anymore', 'never', 'never', 'insecure', 'anymore', 'never', 'vamp', 'never', 'repeat', 'directed', 'walks', 'beside', 'way', 'guides', 'foot', 'steps', 'everyday', 'never', 'alone', 'worry', 'never', 'alone']"
2433,ML2434,Clooney  Rosemary,Come On-A My House,relaxed,
2434,ML2435,Public Image Ltd,The Suit,relaxed,"['character', 'deep', 'nature', 'take', 'one', 'example', 'sample', 'hold', 'romance', 'replace', 'lack', 'nature', 'nature', 'see', 'climbing', 'improving', 'effort', 'wearing', 'suit', 'character', 'limit', 'shoulder', 'everyone', 'loves', 'know', 'perfume', 'aerosols', 'may', 'champion', 'strangers', 'nick', 'standing', 'around', 'right', 'people', 'crawling', 'tennis', 'tuesday', 'ladder', 'long', 'nature', 'got', 'suntan', 'football', 'sunday', 'society', 'boy', 'social', 'security', 'nature', 'tennis', 'tuesday', 'sipping', 'champagne', 'football', 'sunday', 'home', 'train', 'nature', 'girl', 'totteridge', 'park', 'said', 'nice', 'suit', 'ladder', 'long']"
2435,ML2436,yeah_yeah_yeahs,maps,happy,"['pack', 'straight', 'enough', 'oh', 'say', 'say', 'say', 'oh', 'say', 'say', 'say', 'oh', 'say', 'say', 'say', 'oh', 'say', 'say', 'say', 'oh', 'say', 'say', 'say', 'wait', 'love', 'like', 'love', 'wait', 'love', 'like', 'love', 'maps', 'wait', 'love', 'like', 'love', 'made', 'stray', 'kind', 'kind', 'stay', 'pack', 'stray', 'oh', 'say', 'say', 'say', 'oh', 'say', 'say', 'say', 'wait', 'love', 'like', 'love', 'wait', 'love', 'like', 'love', 'maps', 'wait', 'love', 'like', 'love', 'wait', 'love', 'like', 'love', 'maps', 'wait', 'love', 'like', 'love', 'wait', 'love', 'like', 'love', 'wait', 'love', 'like', 'love', 'maps', 'wait', 'love', 'like', 'love', 'wait', 'love', 'like', 'love', 'maps', 'wait', 'love', 'like', 'love']"
2436,ML2437,Jars Of Clay,Love Me,happy,"['built', 'wall', 'walked', 'right', 'threw', 'stone', 'leaned', 'one', 'show', 'hell', 'rescued', 'soul', 'shattered', 'shell', 'spot', 'petrified', 'said', 'right', 'things', 'right', 'time', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'light', 'fuse', 'blow', 'games', 'use', 'think', 'know', 'one', 'show', 'hell', 'rescued', 'soul', 'shattered', 'shell', 'spot', 'petrified', 'said', 'right', 'things', 'right', 'time', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'eyes', 'belong', 'across', 'stare', 'going', 'home', 'going', 'anywhere', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love', 'love']"
2437,ML2438,Midge Ure,Four,happy,"['count', 'every', 'finger', 'every', 'little', 'thing', 'sure', 'hold', 'eyes', 'see', 'one', 'holds', 'pure', 'love', 'place', 'heart', 'upon', 'skin', 'feel', 'power', 'love', 'strength', 'deep', 'within', 'teach', 'children', 'well', 'love', 'respect', 'honesty', 'one', 'brings', 'hope', 'handfuls', 'two', 'give', 'joy', 'laughter', 'three', 'make', 'life', 'complete', 'four', 'make', 'happy', 'one', 'sing', 'songs', 'praise', 'two', 'three', 'dance', 'twilight', 'four', 'give', 'four', 'make', 'happy', 'count', 'every', 'minute', 'every', 'moment', 'shared', 'together', 'wrap', 'deep', 'inside', 'heart', 'keep', 'safe', 'forever', 'teach', 'parents', 'well', 'love', 'respect', 'free', 'one', 'brings', 'hope', 'handfuls', 'two', 'give', 'joy', 'laughter', 'three', 'make', 'life', 'complete', 'four', 'make', 'happy', 'one', 'sing', 'songs', 'praise', 'two', 'three', 'dance', 'twilight', 'four', 'give', 'four', 'make', 'happy', 'bring', 'joy', 'bring', 'light', 'bringing', 'hope', 'bringing', 'ever', 'needed', 'give', 'strength', 'keep', 'going', 'going', 'going', 'one', 'brings', 'hope', 'handfuls', 'two', 'give', 'joy', 'laughter', 'three', 'make', 'life', 'complete', 'four', 'make', 'happy', 'one', 'sing', 'songs', 'praise', 'two', 'three', 'dance', 'twilight', 'four', 'give', 'four', 'make', 'happy']"
2438,ML2439,Foghat,Dead End Street,sad,"['dave', 'peverett', 'riff', 'bros.', 'music', 'ascap', 'well', 'raised', 'back', 'street', 'time', 'tough', 'kind', 'bittersweet', 'left', 'school', 'still', 'child', 'hit', 'streets', 'started', 'running', 'wild', 'hanging', 'neighborhood', 'people', 'said', 'good', 'never', 'thought', 'ever', 'make', 'hey', 'boy', 'going', 'crosstown', 'traffic', 'sirens', 'wailing', 'screaming', 'ear', 'got', 'run', 'got', 'move', 'dead', 'end', 'street', 'dead', 'end', 'street', 'well', 'got', 'beat', 'dead', 'end', 'street', 'go', 'somebody', 'rescue', 'dead', 'end', 'street', 'oh', 'yeah', 'still', 'talk', 'big', 'fight', 'backstreet', 'midnight', 'everybody', 'heard', 'gunfire', 'saw', 'dragged', 'black', 'maria', 'best', 'friend', 'time', 'committed', 'life', 'crime', 'got', 'feeling', 'next', 'line', 'wonder', 'get', 'time', 'stepped', 'movie', 'reality', 'lucky', 'wonder', 'dead', 'end', 'street', 'dead', 'end', 'street', 'well', 'got', 'beat', 'dead', 'end', 'street', 'go', 'somebody', 'rescue', 'dead', 'end', 'street', 'oh', 'yeah', 'rod', 'slide', 'solo', 'crosstown', 'traffic', 'sirens', 'wailing', 'screaming', 'ear', 'got', 'run', 'got', 'move', 'outta', 'dead', 'end', 'street', 'dead', 'end', 'street', 'well', 'got', 'beat', 'dead', 'end', 'street', 'got', 'walking', 'got', 'talking', 'dead', 'end', 'street', 'dead', 'end', 'street', 'yeah', 'yeah-ee-yeah', 'yeah', 'whoo']"
2439,ML2440,Evergreen Terrace,Look Up At The Stars And You're Gone,angry,"['man', 'fall', 'cause', 'hatred', 'turns', 'rage', 'repressed', 'inside', 'hide', 'inside', 'strike', 'blind', 'anger', 'stricken', 'rage', 'passion', 'dwells', 'give', 'longer', 'hide', 'hate', 'world', 'longer', 'hide', 'hate', 'done', 'take', 'broken', 'path', 'never', 'expect', 'follow', 'take', 'tired', 'lies', 'shove', 'back', 'throat']"
2440,ML2441,Amorphis,Privilege of Evil (From the Privilege of Evil EP),angry,"['fear', 'flesh', 'cruel', 'horror', 'fate', 'cursed', 'shroud', 'void', 'dust', 'dust', 'feel', 'harm', 'eyes', 'shall', 'fall', 'torture', 'death', 'punishes', 'life', 'shame', 'chaos', 'awaking', 'bound', 'chaos', 'locked', 'pain', 'flesh', 'tearing', 'horror', 'pain', 'arise', 'rise', 'tomb', 'terror', 'eyes']"
2441,ML2442,The Cardigans,Paralyzed,angry,"['sanity', 'gives', 'love', 'begins', 'never', 'lose', 'grip', 'trip', 'fall', 'lose', 'sweetest', 'way', 'die', 'lies', 'deep', 'inside', 'hide', 'meanest', 'fire', 'oh', 'strange', 'desire', 'lie', 'needless', 'fight', 'sanity', 'gives', 'love', 'begins', 'never', 'lose', 'grip', 'trip', 'fall', 'lose', 'sweetest', 'way', 'die', 'blood', 'runs', 'dry', 'paralyzed', 'eat', 'mind', 'hold', 'back', 'comes', 'slow', 'attacks', 'meanest', 'fire']"
2442,ML2443,Pee Wee King,Slow Poke,sad,"['keep', 'waitin', 'till', 'gettin', ""aggravatin'"", 'slow', 'poke', 'wait', 'worry', 'never', 'seem', 'hurry', 'slow', 'poke', 'time', 'means', 'nothin', 'wait', 'late', 'eight', ""o'clock"", 'nine', ""o'clock"", 'quarter', 'ten', 'linger', 'every', 'time', 'snap', 'finger', 'little', 'slow', 'poke', 'hasten', 'see', 'time', ""a-wastin'"", 'slow', 'poke', 'dear', 'keep', 'tryin', 'change', 'thing', 'guess', 'learn', 'slow', 'poke', 'keep', 'waitin', 'till', 'gettin', ""aggravatin'"", 'slow', 'poke', 'wait', 'worry', 'never', 'seem', 'hurry', 'slow', 'poke', 'time', 'means', 'nothin', 'wait', 'late', 'eight', ""o'clock"", 'nine', ""o'clock"", 'quarter', 'ten', 'linger', 'every', 'time', 'snap', 'finger', 'little', 'slow', 'poke', 'hasten', 'see', 'time', ""a-wastin'"", 'slow', 'poke', 'dear', 'keep', 'tryin', 'change', 'thing', 'guess', 'learn', 'slow', 'poke']"
2443,ML2444,Case  Neko & Her Boyfriends,Bowling Green,relaxed,
2444,ML2445,Silverchair,Cicada,angry,"['little', 'boy', 'one', 'favourite', 'toy', 'nothing', 'mind', 'never', 'left', 'anything', 'behind', 'got', 'older', 'things', 'got', 'worse', 'like', 'born', 'curse', 'things', 'started', 'fall', 'apart', 'like', 'start', 'like', 'civil', 'war', 'growing', 'like', 'civil', 'war', 'turn', 'away', 'something', 'ignore', 'growing', 'like', 'civil', 'war', 'teens', 'started', 'learn', 'life', 'means', 'problems', 'still', 'appearing', 'look', 'like', 'disappearing', 'like', 'civil', 'war', 'growing', 'like', 'civil', 'war', 'turn', 'away', 'something', 'ignore', 'growing', 'like', 'civil', 'war', 'growing', 'like', 'civil', 'war', 'turn', 'away', 'something', 'ignore', 'growing', 'like', 'civil', 'war', 'turn', 'away', 'something', 'ignore', 'growing', 'like', 'civil', 'war']"
2445,ML2446,Foo Fighters,If Ever,happy,"['ever', 'think', 'one', 'remind', 'ever', 'think', 'run', 'follow', 'come', 'let', 'go', 'ever', 'think', 'one', 'remind', 'come', 'love', 'come', 'love', 'ever', 'think', 'one', 'remind', 'everything', 'sun', 'stars', 'come', 'let', 'go', 'ever', 'think', 'one', 'remind', 'come', 'love', 'come', 'love', 'come', 'love', 'come', 'love', 'come', 'love', 'come', 'love', 'come', 'love', 'come', 'love', 'ever', 'think', 'one', 'remind', 'ever', 'think', 'one']"
2446,ML2447,MxPx,Drum Machine Joy,happy,"['drum', 'machine', 'joy', 'drum', 'machine', 'joy', 'soon', 'goodness', 'king', 'heal', 'heart', 'within', 'castle', 'warm', 'hearth', 'granting', 'hope', 'wisdom', 'soul', 'evil', 'spell', 'sadness', 'broken', 'heart', 'world', 'sadness', 'love', 'heart', 'heart', 'words', 'promise', 'love', 'heart', 'drum', 'machine', 'joy', 'soon', 'goodness', 'king', 'heal', 'heart', 'northern', 'kingdom', 'comes', 'faint', 'sound', 'growing', 'stronger', 'hearth', 'chorus', 'king', 'come', 'heal', 'heart', 'heart', 'world', 'sadness', 'love', 'heart', 'heart', 'words', 'promise', 'love', 'heart', 'drum', 'machine', 'joy', 'music', 'interlude']"
